Customer_ID,Full_Name,Gender,Email,Address,City,Region,Age,Income,Reg_Date,Modified_Date
87316,Victoria Hamilton,Male,connie18@gmail.com,"761 Danielle Way
East Adammouth",Chicago,Africa,43,185000,2013-11-10,2021_08_06-03_32_20_PM
85095,Jeanette Charles,Male,grodriguez@yahoo.com,"105 David Corners
Myersmouth",Rome,Europe,9,45000,2016-04-05,2021_08_06-03_32_20_PM
9592,Christopher Washington,Female,robertmaldonado@yahoo.com,"4853 Bradley Manors Suite 597
South Thomas",Manila,Europe,21,115000,2013-08-03,2021_08_06-03_32_20_PM
85936,Mary Allen,Male,santiagokrista@gmail.com,"Unit 4995 Box 3898
DP",Prague,Asia,13,45000,2022-05-15,2021_08_06-03_32_20_PM
15464,Lindsey Lin,Male,jacobsadrian@yahoo.com,"39259 Brandi Prairie Suite 083
North Karen",New_York,Europe,45,180000,2018-01-10,2021_08_06-03_32_20_PM
87198,Danielle Dalton,Male,johnkennedy@hotmail.com,"7451 Diamond Villages Suite 228
Gregstad",Tokyo,America,60,175000,2013-05-04,2021_08_06-03_32_20_PM
22366,Curtis Tucker,Male,breed@yahoo.com,"863 Kristi Street
Noblemouth",Santiago,Europe,11,160000,2014-03-03,2021_08_06-03_32_20_PM
65391,Christopher Lopez MD,Female,rodney59@hotmail.com,"76131 Marc Fields
Port Steven",Kolkata,Asia,47,145000,2015-03-24,2021_08_06-03_32_20_PM
19918,Javier Adams,Female,heather95@yahoo.com,"45319 Mitchell Ramp
Meganmouth",Algiers,Asia,41,165000,2022-11-07,2021_08_06-03_32_20_PM
91126,Hannah Sosa,Female,ronald86@hotmail.com,"911 Bell Crossroad Apt. 386
South Nicole",Kolkata,America,34,105000,2013-07-13,2021_08_06-03_32_20_PM
82994,Steven Vance,Male,woodsmelissa@yahoo.com,"64349 Michael Ramp Apt. 311
Hawkinshaven",Kolkata,America,53,180000,2015-12-18,2021_08_06-03_32_20_PM
29275,Rebecca Smith,Male,robertorobinson@hotmail.com,"607 John Overpass
Monroeshire",Dar_es_Salaam,Europe,59,95000,2017-02-24,2021_08_06-03_32_20_PM
15021,Anna Rios,Male,debbieclark@gmail.com,"152 Todd Brooks
West Lisastad",Manila,Europe,55,65000,2014-08-14,2021_08_06-03_32_20_PM
5761,Dennis Lee,Female,ballardmichael@gmail.com,"7919 Gray Lock
Susanbury",Belgrade,Europe,12,150000,2021-06-05,2021_08_06-03_32_20_PM
15193,Curtis Bates,Female,olandry@hotmail.com,"806 Amanda Causeway Apt. 246
New Hannah",Tokyo,America,10,40000,2017-10-16,2021_08_06-03_32_20_PM
1193,Sydney Parker,Female,wendy92@gmail.com,"371 Michael Ridge
Port Mindytown",Paris,America,25,110000,2014-11-20,2021_08_06-03_32_20_PM
